关卡ID,章节id,名称,怪物库,难度,需要玩家等级,经验奖励,关卡等级,遇多少次怪,,掉落库,三星通关时间,星级奖励,体力消耗,指定部下增加血量或怒气,增加奧義能量,关卡礼包npcEntryId,礼包有效期,容错
1166,1017,高老庄5_6,"[2]=116602,[3]=116603,[4]=116604,[5]=116605,[6]=116606,[8]=116608,[9]=116609,[10]=116610,[11]=116611,[12]=116612",1,60,2012000,60,3,,,120,,0,,,,,0
1167,1017,高老庄5_7,[10]=116710,1,60,2012000,60,3,,,120,,0,,,,,0
1168,1017,高老庄5_8,[10]=116810,1,60,2012000,60,3,,,120,,0,,,,,0
1169,1017,高老庄5_9,"[2]=116902,[3]=116903,[4]=116904,[5]=116905,[6]=116906,[8]=116908,[9]=116909,[10]=116910,[11]=116911,[12]=116912",1,60,2012000,60,3,,,120,,0,,,,,0
1170,1017,高老庄5_10,"[2]=117002,[3]=117003,[4]=117004,[5]=117005,[6]=117006,[8]=117008,[9]=117009,[10]=117010,[11]=117011,[12]=117012",1,60,2012000,60,3,,,120,,0,,,,,0
1171,1018,黄风岭1_1,"[2]=117102,[3]=117103,[4]=117104,[5]=117105,[6]=117106,[8]=117108,[9]=117109,[10]=117110,[11]=117111,[12]=117112",1,70,3319000,70,3,,,120,,0,,,,,0
1172,1018,黄风岭1_2,"[2]=117202,[3]=117203,[4]=117204,[5]=117205,[6]=117206,[8]=117208,[9]=117209,[10]=117210,[11]=117211,[12]=117212",1,70,3319000,70,3,,,120,,0,,,,,0
1173,1018,黄风岭1_3,"[2]=117302,[3]=117303,[4]=117304,[5]=117305,[6]=117306,[8]=117308,[9]=117309,[10]=117310,[11]=117311,[12]=117312",1,70,3319000,70,3,,,120,,0,,,,,0
1174,1018,黄风岭1_4,"[2]=117402,[3]=117403,[4]=117404,[5]=117405,[6]=117406,[8]=117408,[9]=117409,[10]=117410,[11]=117411,[12]=117412",1,70,3319000,70,3,,,120,,0,,,,,0
1175,1018,黄风岭1_5,"[2]=117502,[3]=117503,[4]=117504,[5]=117505,[6]=117506,[8]=117508,[9]=117509,[10]=117510,[11]=117511,[12]=117512",1,70,3319000,70,3,,,120,,0,,,,,0
1176,1018,黄风岭1_6,"[2]=117602,[3]=117603,[4]=117604,[5]=117605,[6]=117606,[8]=117608,[9]=117609,[10]=117610,[11]=117611,[12]=117612",1,70,3319000,70,3,,,120,,0,,,,,0
1177,1018,黄风岭1_7,"[2]=117702,[3]=117703,[4]=117704,[5]=117705,[6]=117706,[8]=117708,[9]=117709,[10]=117710,[11]=117711,[12]=117712",1,70,3319000,70,3,,,120,,0,,,,,0
1178,1018,黄风岭1_8,[10]=117810,1,70,3319000,70,3,,,120,,0,,,,,0
1179,1018,黄风岭1_9,"[2]=117902,[3]=117903,[4]=117904,[5]=117905,[6]=117906,[8]=117908,[9]=117909,[10]=117910,[11]=117911,[12]=117912",1,70,3319000,70,3,,,120,,0,,,,,0
1180,1018,黄风岭1_10,"[2]=118002,[3]=118003,[4]=118004,[5]=118005,[6]=118006,[8]=118008,[9]=118009,[10]=118010,[11]=118011,[12]=118012",1,70,3319000,70,3,,,120,,0,,,,,0
1181,1019,黄风岭2_1,"[2]=118102,[3]=118103,[4]=118104,[5]=118105,[6]=118106,[8]=118108,[9]=118109,[10]=118110,[11]=118111,[12]=118112",1,70,3319000,70,3,,,120,,0,,,,,0
1182,1019,黄风岭2_2,"[2]=118202,[3]=118203,[4]=118204,[5]=118205,[6]=118206,[8]=118208,[9]=118209,[10]=118210,[11]=118211,[12]=118212",1,70,3319000,70,3,,,120,,0,,,,,0
1183,1019,黄风岭2_3,"[2]=118302,[3]=118303,[4]=118304,[5]=118305,[6]=118306,[8]=118308,[9]=118309,[10]=118310,[11]=118311,[12]=118312",1,70,3319000,70,3,,,120,,0,,,,,0
1184,1019,黄风岭2_4,[10]=118410,1,70,3319000,70,3,,,120,,0,,,,,0
1185,1019,黄风岭2_5,[10]=118510,1,70,3319000,70,3,,,120,,0,,,,,0
1186,1019,黄风岭2_6,[10]=118610,1,70,3319000,70,3,,,120,,0,,,,,0
1187,1019,黄风岭2_7,[10]=118710,1,70,3319000,70,3,,,120,,0,,,,,0
1188,1019,黄风岭2_8,"[2]=118802,[3]=118803,[4]=118804,[5]=118805,[6]=118806,[8]=118808,[9]=118809,[10]=118810,[11]=118811,[12]=118812",1,70,3319000,70,3,,,120,,0,,,,,0
1189,1019,黄风岭2_9,"[2]=118902,[3]=118903,[4]=118904,[5]=118905,[6]=118906,[8]=118908,[9]=118909,[10]=118910,[11]=118911,[12]=118912",1,70,3319000,70,3,,,120,,0,,,,,0
1190,1019,黄风岭2_10,[10]=119010,1,70,3319000,70,3,,,120,,0,,,,,0
1191,1020,黄风岭3_1,"[2]=119102,[3]=119103,[4]=119104,[5]=119105,[6]=119106,[8]=119108,[9]=119109,[10]=119110,[11]=119111,[12]=119112",1,70,3319000,70,3,,,120,,0,,,,,0
1192,1020,黄风岭3_2,"[2]=119202,[3]=119203,[4]=119204,[5]=119205,[6]=119206,[8]=119208,[9]=119209,[10]=119210,[11]=119211,[12]=119212",1,70,3319000,70,3,,,120,,0,,,,,0
1193,1020,黄风岭3_3,[10]=119310,1,70,3319000,70,3,,,120,,0,,,,,0
1194,1020,黄风岭3_4,[10]=119410,1,70,3319000,70,3,,,120,,0,,,,,0
1195,1020,黄风岭3_5,"[2]=119502,[3]=119503,[4]=119504,[5]=119505,[6]=119506,[8]=119508,[9]=119509,[10]=119510,[11]=119511,[12]=119512",1,70,3319000,70,3,,,120,,0,,,,,0
1196,1020,黄风岭3_6,[10]=119610,1,70,3319000,70,3,,,120,,0,,,,,0
1197,1020,黄风岭3_7,[10]=119710,1,70,3319000,70,3,,,120,,0,,,,,0
1198,1020,黄风岭3_8,"[2]=119802,[3]=119803,[4]=119804,[5]=119805,[6]=119806,[8]=119808,[9]=119809,[10]=119810,[11]=119811,[12]=119812",1,70,3319000,70,3,,,120,,0,,,,,0
1199,1020,黄风岭3_9,[10]=119910,1,70,3319000,70,3,,,120,,0,,,,,0
1200,1020,黄风岭3_10,"[2]=120002,[3]=120003,[4]=120004,[5]=120005,[6]=120006,[8]=120008,[9]=120009,[10]=120010,[11]=120011,[12]=120012",1,70,3319000,70,3,,,120,,0,,,,,0
1201,1021,黄风岭4_1,"[2]=120102,[3]=120103,[4]=120104,[5]=120105,[6]=120106,[8]=120108,[9]=120109,[10]=120110,[11]=120111,[12]=120112",1,70,3319000,70,3,,,120,,0,,,,,0
1202,1021,黄风岭4_2,"[2]=120202,[3]=120203,[4]=120204,[5]=120205,[6]=120206,[8]=120208,[9]=120209,[10]=120210,[11]=120211,[12]=120212",1,70,3319000,70,3,,,120,,0,,,,,0
1203,1021,黄风岭4_3,[10]=120310,1,70,3319000,70,3,,,120,,0,,,,,0
1204,1021,黄风岭4_4,"[2]=120402,[3]=120403,[4]=120404,[5]=120405,[6]=120406,[8]=120408,[9]=120409,[10]=120410,[11]=120411,[12]=120412",1,70,3319000,70,3,,,120,,0,,,,,0
1205,1021,黄风岭4_5,"[2]=120502,[3]=120503,[4]=120504,[5]=120505,[6]=120506,[8]=120508,[9]=120509,[10]=120510,[11]=120511,[12]=120512",1,70,3319000,70,3,,,120,,0,,,,,0
1206,1021,黄风岭4_6,"[2]=120602,[3]=120603,[4]=120604,[5]=120605,[6]=120606,[8]=120608,[9]=120609,[10]=120610,[11]=120611,[12]=120612",1,70,3319000,70,3,,,120,,0,,,,,0
1207,1021,黄风岭4_7,[10]=120710,1,70,3319000,70,3,,,120,,0,,,,,0
1208,1021,黄风岭4_8,[10]=120810,1,70,3319000,70,3,,,120,,0,,,,,0
1209,1021,黄风岭4_9,[10]=120910,1,70,3319000,70,3,,,120,,0,,,,,0
1210,1021,黄风岭4_10,"[2]=121002,[3]=121003,[4]=121004,[5]=121005,[6]=121006,[8]=121008,[9]=121009,[10]=121010,[11]=121011,[12]=121012",1,70,3319000,70,3,,,120,,0,,,,,0
1211,1022,黄风岭5_1,"[2]=121102,[3]=121103,[4]=121104,[5]=121105,[6]=121106,[8]=121108,[9]=121109,[10]=121110,[11]=121111,[12]=121112",1,70,3319000,70,3,,,120,,0,,,,,0
1212,1022,黄风岭5_2,[10]=121210,1,70,3319000,70,3,,,120,,0,,,,,0
1213,1022,黄风岭5_3,"[2]=121302,[3]=121303,[4]=121304,[5]=121305,[6]=121306,[8]=121308,[9]=121309,[10]=121310,[11]=121311,[12]=121312",1,70,3319000,70,3,,,120,,0,,,,,0
1214,1022,黄风岭5_4,"[2]=121402,[3]=121403,[4]=121404,[5]=121405,[6]=121406,[8]=121408,[9]=121409,[10]=121410,[11]=121411,[12]=121412",1,70,3319000,70,3,,,120,,0,,,,,0
1215,1022,黄风岭5_5,"[2]=121502,[3]=121503,[4]=121504,[5]=121505,[6]=121506,[8]=121508,[9]=121509,[10]=121510,[11]=121511,[12]=121512",1,70,3319000,70,3,,,120,,0,,,,,0
1216,1022,黄风岭5_6,"[2]=121602,[3]=121603,[4]=121604,[5]=121605,[6]=121606,[8]=121608,[9]=121609,[10]=121610,[11]=121611,[12]=121612",1,70,3319000,70,3,,,120,,0,,,,,0
1217,1022,黄风岭5_7,[10]=121710,1,70,3319000,70,3,,,120,,0,,,,,0
1218,1022,黄风岭5_8,"[2]=121802,[3]=121803,[4]=121804,[5]=121805,[6]=121806,[8]=121808,[9]=121809,[10]=121810,[11]=121811,[12]=121812",1,70,3319000,70,3,,,120,,0,,,,,0
1219,1022,黄风岭5_9,[10]=121910,1,70,3319000,70,3,,,120,,0,,,,,0
1220,1022,黄风岭5_10,"[2]=122002,[3]=122003,[4]=122004,[5]=122005,[6]=122006,[8]=122008,[9]=122009,[10]=122010,[11]=122011,[12]=122012",1,70,3319000,70,3,,,120,,0,,,,,0
1221,1023,流沙河1_1,"[2]=122102,[3]=122103,[4]=122104,[5]=122105,[6]=122106,[8]=122108,[9]=122109,[10]=122110,[11]=122111,[12]=122112",1,80,2102000,80,3,,,120,,0,,,,,0
1222,1023,流沙河1_2,"[2]=122202,[3]=122203,[4]=122204,[5]=122205,[6]=122206,[8]=122208,[9]=122209,[10]=122210,[11]=122211,[12]=122212",1,80,2102000,80,3,,,120,,0,,,,,0
1223,1023,流沙河1_3,"[2]=122302,[3]=122303,[4]=122304,[5]=122305,[6]=122306,[8]=122308,[9]=122309,[10]=122310,[11]=122311,[12]=122312",1,80,2102000,80,3,,,120,,0,,,,,0
1224,1023,流沙河1_4,"[2]=122402,[3]=122403,[4]=122404,[5]=122405,[6]=122406,[8]=122408,[9]=122409,[10]=122410,[11]=122411,[12]=122412",1,80,2102000,80,3,,,120,,0,,,,,0
1225,1023,流沙河1_5,[10]=122510,1,80,2102000,80,3,,,120,,0,,,,,0
1226,1023,流沙河1_6,[10]=122610,1,80,2102000,80,3,,,120,,0,,,,,0
1227,1023,流沙河1_7,"[2]=122702,[3]=122703,[4]=122704,[5]=122705,[6]=122706,[8]=122708,[9]=122709,[10]=122710,[11]=122711,[12]=122712",1,80,2102000,80,3,,,120,,0,,,,,0
1228,1023,流沙河1_8,"[2]=122802,[3]=122803,[4]=122804,[5]=122805,[6]=122806,[8]=122808,[9]=122809,[10]=122810,[11]=122811,[12]=122812",1,80,2102000,80,3,,,120,,0,,,,,0
1229,1023,流沙河1_9,[10]=122910,1,80,2102000,80,3,,,120,,0,,,,,0
1230,1023,流沙河1_10,[10]=123010,1,80,2102000,80,3,,,120,,0,,,,,0
1231,1024,流沙河2_1,[10]=123110,1,80,2102000,80,3,,,120,,0,,,,,0
1232,1024,流沙河2_2,"[2]=123202,[3]=123203,[4]=123204,[5]=123205,[6]=123206,[8]=123208,[9]=123209,[10]=123210,[11]=123211,[12]=123212",1,80,2102000,80,3,,,120,,0,,,,,0
1233,1024,流沙河2_3,"[2]=123302,[3]=123303,[4]=123304,[5]=123305,[6]=123306,[8]=123308,[9]=123309,[10]=123310,[11]=123311,[12]=123312",1,80,2102000,80,3,,,120,,0,,,,,0
1234,1024,流沙河2_4,[10]=123410,1,80,2102000,80,3,,,120,,0,,,,,0
1235,1024,流沙河2_5,"[2]=123502,[3]=123503,[4]=123504,[5]=123505,[6]=123506,[8]=123508,[9]=123509,[10]=123510,[11]=123511,[12]=123512",1,80,2102000,80,3,,,120,,0,,,,,0
1236,1024,流沙河2_6,[10]=123610,1,80,2102000,80,3,,,120,,0,,,,,0
1237,1024,流沙河2_7,"[2]=123702,[3]=123703,[4]=123704,[5]=123705,[6]=123706,[8]=123708,[9]=123709,[10]=123710,[11]=123711,[12]=123712",1,80,2102000,80,3,,,120,,0,,,,,0
1238,1024,流沙河2_8,"[2]=123802,[3]=123803,[4]=123804,[5]=123805,[6]=123806,[8]=123808,[9]=123809,[10]=123810,[11]=123811,[12]=123812",1,80,2102000,80,3,,,120,,0,,,,,0
1239,1024,流沙河2_9,"[2]=123902,[3]=123903,[4]=123904,[5]=123905,[6]=123906,[8]=123908,[9]=123909,[10]=123910,[11]=123911,[12]=123912",1,80,2102000,80,3,,,120,,0,,,,,0
1240,1024,流沙河2_10,"[2]=124002,[3]=124003,[4]=124004,[5]=124005,[6]=124006,[8]=124008,[9]=124009,[10]=124010,[11]=124011,[12]=124012",1,80,2102000,80,3,,,120,,0,,,,,0
1241,1025,流沙河3_1,"[2]=124102,[3]=124103,[4]=124104,[5]=124105,[6]=124106,[8]=124108,[9]=124109,[10]=124110,[11]=124111,[12]=124112",1,80,2102000,80,3,,,120,,0,,,,,0
1242,1025,流沙河3_2,"[2]=124202,[3]=124203,[4]=124204,[5]=124205,[6]=124206,[8]=124208,[9]=124209,[10]=124210,[11]=124211,[12]=124212",1,80,2102000,80,3,,,120,,0,,,,,0
1243,1025,流沙河3_3,"[2]=124302,[3]=124303,[4]=124304,[5]=124305,[6]=124306,[8]=124308,[9]=124309,[10]=124310,[11]=124311,[12]=124312",1,80,2102000,80,3,,,120,,0,,,,,0
1244,1025,流沙河3_4,"[2]=124402,[3]=124403,[4]=124404,[5]=124405,[6]=124406,[8]=124408,[9]=124409,[10]=124410,[11]=124411,[12]=124412",1,80,2102000,80,3,,,120,,0,,,,,0
1245,1025,流沙河3_5,[10]=124510,1,80,2102000,80,3,,,120,,0,,,,,0
1246,1025,流沙河3_6,[10]=124610,1,80,2102000,80,3,,,120,,0,,,,,0
1247,1025,流沙河3_7,"[2]=124702,[3]=124703,[4]=124704,[5]=124705,[6]=124706,[8]=124708,[9]=124709,[10]=124710,[11]=124711,[12]=124712",1,80,2102000,80,3,,,120,,0,,,,,0
1248,1025,流沙河3_8,"[2]=124802,[3]=124803,[4]=124804,[5]=124805,[6]=124806,[8]=124808,[9]=124809,[10]=124810,[11]=124811,[12]=124812",1,80,2102000,80,3,,,120,,0,,,,,0
1249,1025,流沙河3_9,[10]=124910,1,80,2102000,80,3,,,120,,0,,,,,0
1250,1025,流沙河3_10,[10]=125010,1,80,2102000,80,3,,,120,,0,,,,,0
1251,1026,流沙河4_1,"[2]=125102,[3]=125103,[4]=125104,[5]=125105,[6]=125106,[8]=125108,[9]=125109,[10]=125110,[11]=125111,[12]=125112",1,80,2102000,80,3,,,120,,0,,,,,0
1252,1026,流沙河4_2,"[2]=125202,[3]=125203,[4]=125204,[5]=125205,[6]=125206,[8]=125208,[9]=125209,[10]=125210,[11]=125211,[12]=125212",1,80,2102000,80,3,,,120,,0,,,,,0
1253,1026,流沙河4_3,"[2]=125302,[3]=125303,[4]=125304,[5]=125305,[6]=125306,[8]=125308,[9]=125309,[10]=125310,[11]=125311,[12]=125312",1,80,2102000,80,3,,,120,,0,,,,,0
1254,1026,流沙河4_4,"[2]=125402,[3]=125403,[4]=125404,[5]=125405,[6]=125406,[8]=125408,[9]=125409,[10]=125410,[11]=125411,[12]=125412",1,80,2102000,80,3,,,120,,0,,,,,0
1255,1026,流沙河4_5,[10]=125510,1,80,2102000,80,3,,,120,,0,,,,,0
1256,1026,流沙河4_6,"[2]=125602,[3]=125603,[4]=125604,[5]=125605,[6]=125606,[8]=125608,[9]=125609,[10]=125610,[11]=125611,[12]=125612",1,80,2102000,80,3,,,120,,0,,,,,0
1257,1026,流沙河4_7,"[2]=125702,[3]=125703,[4]=125704,[5]=125705,[6]=125706,[8]=125708,[9]=125709,[10]=125710,[11]=125711,[12]=125712",1,80,2102000,80,3,,,120,,0,,,,,0
1258,1026,流沙河4_8,[10]=125810,1,80,2102000,80,3,,,120,,0,,,,,0
1259,1026,流沙河4_9,[10]=125910,1,80,2102000,80,3,,,120,,0,,,,,0
1260,1026,流沙河4_10,[10]=126010,1,80,2102000,80,3,,,120,,0,,,,,0
1261,1027,流沙河5_1,"[2]=126102,[3]=126103,[4]=126104,[5]=126105,[6]=126106,[8]=126108,[9]=126109,[10]=126110,[11]=126111,[12]=126112",1,80,2102000,80,3,,,120,,0,,,,,0
1262,1027,流沙河5_2,"[2]=126202,[3]=126203,[4]=126204,[5]=126205,[6]=126206,[8]=126208,[9]=126209,[10]=126210,[11]=126211,[12]=126212",1,80,2102000,80,3,,,120,,0,,,,,0
1263,1027,流沙河5_3,"[2]=126302,[3]=126303,[4]=126304,[5]=126305,[6]=126306,[8]=126308,[9]=126309,[10]=126310,[11]=126311,[12]=126312",1,80,2102000,80,3,,,120,,0,,,,,0
1264,1027,流沙河5_4,"[2]=126402,[3]=126403,[4]=126404,[5]=126405,[6]=126406,[8]=126408,[9]=126409,[10]=126410,[11]=126411,[12]=126412",1,80,2102000,80,3,,,120,,0,,,,,0
1265,1027,流沙河5_5,"[2]=126502,[3]=126503,[4]=126504,[5]=126505,[6]=126506,[8]=126508,[9]=126509,[10]=126510,[11]=126511,[12]=126512",1,80,2102000,80,3,,,120,,0,,,,,0
1266,1027,流沙河5_6,[10]=126610,1,80,2102000,80,3,,,120,,0,,,,,0
1267,1027,流沙河5_7,"[2]=126702,[3]=126703,[4]=126704,[5]=126705,[6]=126706,[8]=126708,[9]=126709,[10]=126710,[11]=126711,[12]=126712",1,80,2102000,80,3,,,120,,0,,,,,0
1268,1027,流沙河5_8,[10]=126810,1,80,2102000,80,3,,,120,,0,,,,,0
1269,1027,流沙河5_9,"[2]=126902,[3]=126903,[4]=126904,[5]=126905,[6]=126906,[8]=126908,[9]=126909,[10]=126910,[11]=126911,[12]=126912",1,80,2102000,80,3,,,120,,0,,,,,0
1270,1027,流沙河5_10,"[2]=127002,[3]=127003,[4]=127004,[5]=127005,[6]=127006,[8]=127008,[9]=127009,[10]=127010,[11]=127011,[12]=127012",1,80,2102000,80,3,,,120,,0,,,,,0
1271,1028,流沙河6_1,"[2]=127102,[3]=127103,[4]=127104,[5]=127105,[6]=127106,[8]=127108,[9]=127109,[10]=127110,[11]=127111,[12]=127112",1,80,2102000,80,3,,,120,,0,,,,,0
1272,1028,流沙河6_2,"[2]=127202,[3]=127203,[4]=127204,[5]=127205,[6]=127206,[8]=127208,[9]=127209,[10]=127210,[11]=127211,[12]=127212",1,80,2102000,80,3,,,120,,0,,,,,0
1273,1028,流沙河6_3,[10]=127310,1,80,2102000,80,3,,,120,,0,,,,,0
1274,1028,流沙河6_4,"[2]=127402,[3]=127403,[4]=127404,[5]=127405,[6]=127406,[8]=127408,[9]=127409,[10]=127410,[11]=127411,[12]=127412",1,80,2102000,80,3,,,120,,0,,,,,0
1275,1028,流沙河6_5,[10]=127510,1,80,2102000,80,3,,,120,,0,,,,,0
1276,1028,流沙河6_6,"[2]=127602,[3]=127603,[4]=127604,[5]=127605,[6]=127606,[8]=127608,[9]=127609,[10]=127610,[11]=127611,[12]=127612",1,80,2102000,80,3,,,120,,0,,,,,0
1277,1028,流沙河6_7,"[2]=127702,[3]=127703,[4]=127704,[5]=127705,[6]=127706,[8]=127708,[9]=127709,[10]=127710,[11]=127711,[12]=127712",1,80,2102000,80,3,,,120,,0,,,,,0
1278,1028,流沙河6_8,"[2]=127802,[3]=127803,[4]=127804,[5]=127805,[6]=127806,[8]=127808,[9]=127809,[10]=127810,[11]=127811,[12]=127812",1,80,2102000,80,3,,,120,,0,,,,,0
1279,1028,流沙河6_9,[10]=127910,1,80,2102000,80,3,,,120,,0,,,,,0
1280,1028,流沙河6_10,[10]=128010,1,80,2102000,80,3,,,120,,0,,,,,0
1281,1029,流沙河7_1,"[2]=128102,[3]=128103,[4]=128104,[5]=128105,[6]=128106,[8]=128108,[9]=128109,[10]=128110,[11]=128111,[12]=128112",1,80,2102000,80,3,,,120,,0,,,,,0
1282,1029,流沙河7_2,[10]=128210,1,80,2102000,80,3,,,120,,0,,,,,0
1283,1029,流沙河7_3,[10]=128310,1,80,2102000,80,3,,,120,,0,,,,,0
1284,1029,流沙河7_4,"[2]=128402,[3]=128403,[4]=128404,[5]=128405,[6]=128406,[8]=128408,[9]=128409,[10]=128410,[11]=128411,[12]=128412",1,80,2102000,80,3,,,120,,0,,,,,0
1285,1029,流沙河7_5,"[2]=128502,[3]=128503,[4]=128504,[5]=128505,[6]=128506,[8]=128508,[9]=128509,[10]=128510,[11]=128511,[12]=128512",1,80,2102000,80,3,,,120,,0,,,,,0
1286,1029,流沙河7_6,"[2]=128602,[3]=128603,[4]=128604,[5]=128605,[6]=128606,[8]=128608,[9]=128609,[10]=128610,[11]=128611,[12]=128612",1,80,2102000,80,3,,,120,,0,,,,,0
1287,1029,流沙河7_7,[10]=128710,1,80,2102000,80,3,,,120,,0,,,,,0
1288,1029,流沙河7_8,[10]=128810,1,80,2102000,80,3,,,120,,0,,,,,0
1289,1029,流沙河7_9,"[2]=128902,[3]=128903,[4]=128904,[5]=128905,[6]=128906,[8]=128908,[9]=128909,[10]=128910,[11]=128911,[12]=128912",1,80,2102000,80,3,,,120,,0,,,,,0
1290,1029,流沙河7_10,"[2]=129002,[3]=129003,[4]=129004,[5]=129005,[6]=129006,[8]=129008,[9]=129009,[10]=129010,[11]=129011,[12]=129012",1,80,2102000,80,3,,,120,,0,,,,,0
1291,1030,流沙河8_1,"[2]=129102,[3]=129103,[4]=129104,[5]=129105,[6]=129106,[8]=129108,[9]=129109,[10]=129110,[11]=129111,[12]=129112",1,80,2102000,80,3,,,120,,0,,,,,0
1292,1030,流沙河8_2,"[2]=129202,[3]=129203,[4]=129204,[5]=129205,[6]=129206,[8]=129208,[9]=129209,[10]=129210,[11]=129211,[12]=129212",1,80,2102000,80,3,,,120,,0,,,,,0
1293,1030,流沙河8_3,"[2]=129302,[3]=129303,[4]=129304,[5]=129305,[6]=129306,[8]=129308,[9]=129309,[10]=129310,[11]=129311,[12]=129312",1,80,2102000,80,3,,,120,,0,,,,,0
1294,1030,流沙河8_4,"[2]=129402,[3]=129403,[4]=129404,[5]=129405,[6]=129406,[8]=129408,[9]=129409,[10]=129410,[11]=129411,[12]=129412",1,80,2102000,80,3,,,120,,0,,,,,0
1295,1030,流沙河8_5,"[2]=129502,[3]=129503,[4]=129504,[5]=129505,[6]=129506,[8]=129508,[9]=129509,[10]=129510,[11]=129511,[12]=129512",1,80,2102000,80,3,,,120,,0,,,,,0
1296,1030,流沙河8_6,"[2]=129602,[3]=129603,[4]=129604,[5]=129605,[6]=129606,[8]=129608,[9]=129609,[10]=129610,[11]=129611,[12]=129612",1,80,2102000,80,3,,,120,,0,,,,,0
1297,1030,流沙河8_7,[10]=129710,1,80,2102000,80,3,,,120,,0,,,,,0
1298,1030,流沙河8_8,"[2]=129802,[3]=129803,[4]=129804,[5]=129805,[6]=129806,[8]=129808,[9]=129809,[10]=129810,[11]=129811,[12]=129812",1,80,2102000,80,3,,,120,,0,,,,,0
1299,1030,流沙河8_9,"[2]=129902,[3]=129903,[4]=129904,[5]=129905,[6]=129906,[8]=129908,[9]=129909,[10]=129910,[11]=129911,[12]=129912",1,80,2102000,80,3,,,120,,0,,,,,0
1300,1030,流沙河8_10,"[2]=130002,[3]=130003,[4]=130004,[5]=130005,[6]=130006,[8]=130008,[9]=130009,[10]=130010,[11]=130011,[12]=130012",1,80,2102000,80,3,,,120,,0,,,,,0
1301,1031,五庄观1_1,"[2]=130102,[3]=130103,[4]=130104,[5]=130105,[6]=130106,[8]=130108,[9]=130109,[10]=130110,[11]=130111,[12]=130112",1,90,3348000,90,3,,,120,,0,,,,,0
1302,1031,五庄观1_2,[10]=130210,1,90,3348000,90,3,,,120,,0,,,,,0
1303,1031,五庄观1_3,[10]=130310,1,90,3348000,90,3,,,120,,0,,,,,0
1304,1031,五庄观1_4,[10]=130410,1,90,3348000,90,3,,,120,,0,,,,,0
1305,1031,五庄观1_5,"[2]=130502,[3]=130503,[4]=130504,[5]=130505,[6]=130506,[8]=130508,[9]=130509,[10]=130510,[11]=130511,[12]=130512",1,90,3348000,90,3,,,120,,0,,,,,0
1306,1031,五庄观1_6,"[2]=130602,[3]=130603,[4]=130604,[5]=130605,[6]=130606,[8]=130608,[9]=130609,[10]=130610,[11]=130611,[12]=130612",1,90,3348000,90,3,,,120,,0,,,,,0
1307,1031,五庄观1_7,[10]=130710,1,90,3348000,90,3,,,120,,0,,,,,0
1308,1031,五庄观1_8,"[2]=130802,[3]=130803,[4]=130804,[5]=130805,[6]=130806,[8]=130808,[9]=130809,[10]=130810,[11]=130811,[12]=130812",1,90,3348000,90,3,,,120,,0,,,,,0
1309,1031,五庄观1_9,[10]=130910,1,90,3348000,90,3,,,120,,0,,,,,0
1310,1031,五庄观1_10,"[2]=131002,[3]=131003,[4]=131004,[5]=131005,[6]=131006,[8]=131008,[9]=131009,[10]=131010,[11]=131011,[12]=131012",1,90,3348000,90,3,,,120,,0,,,,,0
1311,1032,五庄观2_1,"[2]=131102,[3]=131103,[4]=131104,[5]=131105,[6]=131106,[8]=131108,[9]=131109,[10]=131110,[11]=131111,[12]=131112",1,90,3348000,90,3,,,120,,0,,,,,0
1312,1032,五庄观2_2,[10]=131210,1,90,3348000,90,3,,,120,,0,,,,,0
1313,1032,五庄观2_3,"[2]=131302,[3]=131303,[4]=131304,[5]=131305,[6]=131306,[8]=131308,[9]=131309,[10]=131310,[11]=131311,[12]=131312",1,90,3348000,90,3,,,120,,0,,,,,0
1314,1032,五庄观2_4,"[2]=131402,[3]=131403,[4]=131404,[5]=131405,[6]=131406,[8]=131408,[9]=131409,[10]=131410,[11]=131411,[12]=131412",1,90,3348000,90,3,,,120,,0,,,,,0
1315,1032,五庄观2_5,"[2]=131502,[3]=131503,[4]=131504,[5]=131505,[6]=131506,[8]=131508,[9]=131509,[10]=131510,[11]=131511,[12]=131512",1,90,3348000,90,3,,,120,,0,,,,,0
1316,1032,五庄观2_6,[10]=131610,1,90,3348000,90,3,,,120,,0,,,,,0
1317,1032,五庄观2_7,[10]=131710,1,90,3348000,90,3,,,120,,0,,,,,0
1318,1032,五庄观2_8,"[2]=131802,[3]=131803,[4]=131804,[5]=131805,[6]=131806,[8]=131808,[9]=131809,[10]=131810,[11]=131811,[12]=131812",1,90,3348000,90,3,,,120,,0,,,,,0
1319,1032,五庄观2_9,[10]=131910,1,90,3348000,90,3,,,120,,0,,,,,0
1320,1032,五庄观2_10,"[2]=132002,[3]=132003,[4]=132004,[5]=132005,[6]=132006,[8]=132008,[9]=132009,[10]=132010,[11]=132011,[12]=132012",1,90,3348000,90,3,,,120,,0,,,,,0
1321,1033,五庄观3_1,"[2]=132102,[3]=132103,[4]=132104,[5]=132105,[6]=132106,[8]=132108,[9]=132109,[10]=132110,[11]=132111,[12]=132112",1,90,3348000,90,3,,,120,,0,,,,,0
1322,1033,五庄观3_2,[10]=132210,1,90,3348000,90,3,,,120,,0,,,,,0
1323,1033,五庄观3_3,"[2]=132302,[3]=132303,[4]=132304,[5]=132305,[6]=132306,[8]=132308,[9]=132309,[10]=132310,[11]=132311,[12]=132312",1,90,3348000,90,3,,,120,,0,,,,,0
